index,Connectivity,Matrix,Adj List
1868,1868,0.001280,0.005665
1869,1869,0.001211,0.004893
1870,1870,0.001218,0.005369
1871,1871,0.001257,0.005042
1872,1872,0.001238,0.005053
1873,1873,0.001346,0.005821
1874,1874,0.001303,0.005380
1875,1875,0.001403,0.005268
1876,1876,0.002199,0.009277
1877,1877,0.001276,0.006351
1878,1878,0.001255,0.005067
1879,1879,0.001234,0.005709
1880,1880,0.001193,0.005383
1881,1881,0.001218,0.005052
1882,1882,0.001189,0.005109
1883,1883,0.001242,0.005460
1884,1884,0.001198,0.005349
1885,1885,0.001210,0.005391
1886,1886,0.001244,0.005120
1887,1887,0.001267,0.006170
1888,1888,0.001189,0.005351
1889,1889,0.001227,0.005319
1890,1890,0.001241,0.005353
1891,1891,0.001252,0.005719
1892,1892,0.001219,0.005170
1893,1893,0.001181,0.005412
1894,1894,0.001206,0.005153
1895,1895,0.001194,0.005020
1896,1896,0.001247,0.005260
1897,1897,0.001249,0.005214
1898,1898,0.001224,0.005386
1899,1899,0.001424,0.005284
1900,1900,0.001230,0.005345
1901,1901,0.001273,0.005216
1902,1902,0.001227,0.005866
1903,1903,0.001237,0.005156
1904,1904,0.001245,0.005480
1905,1905,0.001236,0.005118
1906,1906,0.001251,0.005471
1907,1907,0.001283,0.005254
1908,1908,0.002078,0.005846
1909,1909,0.001232,0.005708
1910,1910,0.001230,0.005000
1911,1911,0.001239,0.005364
1912,1912,0.001264,0.005353
1913,1913,0.001252,0.005235
1914,1914,0.001349,0.005076
1915,1915,0.001204,0.005997
1916,1916,0.001194,0.005301
1917,1917,0.001249,0.005315
1918,1918,0.001255,0.005950
1919,1919,0.001252,0.005066
1920,1920,0.001245,0.005180
1921,1921,0.001349,0.005742
1922,1922,0.001245,0.005477
1923,1923,0.001219,0.005330
1924,1924,0.001237,0.005082
1925,1925,0.001271,0.005624
1926,1926,0.001277,0.005091
1927,1927,0.001234,0.005347
1928,1928,0.001216,0.005620
1929,1929,0.001377,0.005314
1930,1930,0.001248,0.005219
1931,1931,0.001231,0.005264
1932,1932,0.001226,0.005306
1933,1933,0.001226,0.005668
1934,1934,0.001269,0.005384
1935,1935,0.001230,0.005408
1936,1936,0.002255,0.005873
1937,1937,0.001230,0.005320
1938,1938,0.001192,0.005344
1939,1939,0.001201,0.005455
1940,1940,0.001235,0.005503
1941,1941,0.001207,0.005066
1942,1942,0.001245,0.005369
1943,1943,0.001267,0.004982
1944,1944,0.001240,0.005982
1945,1945,0.001201,0.005233
1946,1946,0.001499,0.006267
1947,1947,0.001202,0.005362
1948,1948,0.001257,0.005537
1949,1949,0.001222,0.005482
1950,1950,0.001242,0.005109
1951,1951,0.001210,0.005509
1952,1952,0.001253,0.005081
1953,1953,0.001481,0.005880
1954,1954,0.001286,0.005324
1955,1955,0.001223,0.005373
1956,1956,0.001232,0.005197
1957,1957,0.001249,0.005192
1958,1958,0.001261,0.005404
1959,1959,0.001250,0.005442
1960,1960,0.001214,0.005241
1961,1961,0.001213,0.005006
1962,1962,0.001210,0.005181
1963,1963,0.001257,0.005388
1964,1964,0.001278,0.005462
1965,1965,0.001215,0.005282
1966,1966,0.001275,0.005689
1967,1967,0.001282,0.005224
1968,1968,0.001369,0.005374
1969,1969,0.001249,0.005306
1970,1970,0.001231,0.006325
1971,1971,0.001251,0.005372
1972,1972,0.001258,0.006209
1973,1973,0.001412,0.005182
1974,1974,0.001831,0.005560
1975,1975,0.001222,0.005601
1976,1976,0.001233,0.005107
1977,1977,0.001204,0.005358
1978,1978,0.001256,0.005500
1979,1979,0.001244,0.005454
1980,1980,0.001273,0.005531
1981,1981,0.001284,0.005435
1982,1982,0.001209,0.005299
1983,1983,0.001195,0.005347
1984,1984,0.001231,0.005527
1985,1985,0.001239,0.005351
1986,1986,0.001266,0.005639
1987,1987,0.001264,0.005746
1988,1988,0.001272,0.005267
1989,1989,0.001267,0.005196
1990,1990,0.001248,0.005522
1991,1991,0.001291,0.005533
1992,1992,0.001298,0.005684
1993,1993,0.001515,0.006333
1994,1994,0.002364,0.008681
1995,1995,0.001227,0.005505
1996,1996,0.001286,0.005065
1997,1997,0.001234,0.005529
1998,1998,0.001207,0.005441
1999,1999,0.001227,0.006060
2000,2000,0.001539,0.005430
2001,2001,0.001249,0.005521
2002,2002,0.001254,0.005473
2003,2003,0.001220,0.005582
2004,2004,0.001264,0.005584
2005,2005,0.001208,0.005466
2006,2006,0.001276,0.005134
2007,2007,0.001244,0.005453
2008,2008,0.001269,0.005604
2009,2009,0.001251,0.005626
2010,2010,0.001225,0.005593
2011,2011,0.001296,0.005430
2012,2012,0.001238,0.005468
2013,2013,0.001245,0.005662
2014,2014,0.001266,0.005555
2015,2015,0.001207,0.005546
2016,2016,0.002030,0.005604
2017,2017,0.001239,0.005672
2018,2018,0.001286,0.005654
2019,2019,0.001260,0.005671
2020,2020,0.001248,0.005813
2021,2021,0.001262,0.005288
2022,2022,0.001250,0.005295
2023,2023,0.001268,0.005701
2024,2024,0.001270,0.006206
2025,2025,0.001266,0.005277
2026,2026,0.001296,0.005363
2027,2027,0.002848,0.006267
2028,2028,0.001262,0.005589
2029,2029,0.001209,0.005485
2030,2030,0.001387,0.005828
2031,2031,0.001276,0.006037
2032,2032,0.001250,0.005616
2033,2033,0.001338,0.005642
2034,2034,0.001848,0.007500
2035,2035,0.001251,0.005546
2036,2036,0.001246,0.005642
2037,2037,0.001249,0.005394
2038,2038,0.001266,0.005667
2039,2039,0.001247,0.005834
2040,2040,0.001285,0.005531
2041,2041,0.001270,0.005794
2042,2042,0.001265,0.005940
2043,2043,0.001277,0.005644
2044,2044,0.001246,0.006053
2045,2045,0.001398,0.005551
2046,2046,0.001257,0.005731
2047,2047,0.001249,0.005514
2048,2048,0.001288,0.005893
2049,2049,0.001319,0.005705
2050,2050,0.001250,0.005494
2051,2051,0.002263,0.008193
2052,2052,0.001297,0.005721
2053,2053,0.001298,0.005908
2054,2054,0.001255,0.005671
2055,2055,0.001222,0.005747
2056,2056,0.001249,0.005541
2057,2057,0.001304,0.005512
2058,2058,0.001245,0.005833
2059,2059,0.001277,0.005494
2060,2060,0.001303,0.005700
2061,2061,0.001241,0.005686
2062,2062,0.001265,0.005483
2063,2063,0.001269,0.006315
2064,2064,0.001295,0.005799
2065,2065,0.001264,0.006354
2066,2066,0.001248,0.006406
2067,2067,0.002539,0.005902
2068,2068,0.001281,0.005720
2069,2069,0.001637,0.005503
2070,2070,0.001279,0.005772
2071,2071,0.001246,0.005509
2072,2072,0.001245,0.005644
2073,2073,0.001299,0.005580
2074,2074,0.001287,0.005567
2075,2075,0.001197,0.005647
2076,2076,0.001342,0.005844
2077,2077,0.001275,0.005661
2078,2078,0.001277,0.005732
2079,2079,0.001236,0.005575
2080,2080,0.001240,0.005678
2081,2081,0.001285,0.005591
2082,2082,0.001259,0.006548
2083,2083,0.001266,0.005624
2084,2084,0.001223,0.005647
2085,2085,0.001765,0.006689
2086,2086,0.001403,0.005973
2087,2087,0.001262,0.005409
2088,2088,0.001287,0.005404
2089,2089,0.001268,0.005793
2090,2090,0.001231,0.006358
2091,2091,0.001255,0.005455
2092,2092,0.001284,0.005673
2093,2093,0.001262,0.005950
2094,2094,0.001344,0.005795
2095,2095,0.001259,0.005670
2096,2096,0.001269,0.005751
2097,2097,0.001394,0.005918
2098,2098,0.001289,0.006312
2099,2099,0.001281,0.005658
2100,2100,0.001269,0.005801
2101,2101,0.001273,0.006160
2102,2102,0.001240,0.005547
2103,2103,0.001292,0.005800
2104,2104,0.002069,0.005715
2105,2105,0.001267,0.005266
2106,2106,0.001304,0.005467
2107,2107,0.002461,0.010703
2108,2108,0.001295,0.005647
2109,2109,0.001297,0.005659
2110,2110,0.001369,0.005820
2111,2111,0.001278,0.005476
2112,2112,0.001261,0.005841
2113,2113,0.001292,0.006249
2114,2114,0.001239,0.005534
2115,2115,0.001290,0.005629
2116,2116,0.001261,0.008225
2117,2117,0.001270,0.005514
2118,2118,0.001298,0.005746
2119,2119,0.001482,0.005852
2120,2120,0.001299,0.005830
2121,2121,0.001286,0.005811
2122,2122,0.001339,0.005602
2123,2123,0.001254,0.005794
2124,2124,0.001274,0.005813
2125,2125,0.001388,0.006101
2126,2126,0.001244,0.005594
2127,2127,0.001290,0.005659
2128,2128,0.001293,0.005698
2129,2129,0.001273,0.005495
2130,2130,0.001281,0.005775
2131,2131,0.001243,0.005581
2132,2132,0.001256,0.005762
2133,2133,0.001273,0.005751
2134,2134,0.001256,0.005586
2135,2135,0.001395,0.005659
2136,2136,0.001267,0.005776
2137,2137,0.001305,0.006101
2138,2138,0.001253,0.005630
2139,2139,0.001307,0.006093
2140,2140,0.001253,0.005616
2141,2141,0.001249,0.005675
2142,2142,0.001295,0.005966
2143,2143,0.001284,0.005789
2144,2144,0.001305,0.005745
2145,2145,0.001288,0.006234
2146,2146,0.001280,0.005666
2147,2147,0.001240,0.005676
2148,2148,0.001232,0.005931
2149,2149,0.001254,0.005781
2150,2150,0.001235,0.005618
2151,2151,0.001307,0.005606
2152,2152,0.001317,0.005916
2153,2153,0.001266,0.005665
2154,2154,0.001275,0.005640
2155,2155,0.001311,0.005837
2156,2156,0.001273,0.005611
2157,2157,0.001254,0.005534
2158,2158,0.001264,0.005673
2159,2159,0.001339,0.006865
2160,2160,0.001312,0.005651
2161,2161,0.001333,0.005781
2162,2162,0.001292,0.005659
2163,2163,0.001275,0.009661
2164,2164,0.001371,0.005807
2165,2165,0.001291,0.005639
2166,2166,0.001259,0.006691
2167,2167,0.001278,0.005916
2168,2168,0.001270,0.005922
2169,2169,0.001848,0.006417
2170,2170,0.001347,0.005911
2171,2171,0.001238,0.005986
2172,2172,0.001292,0.005704
2173,2173,0.001291,0.005610
2174,2174,0.001303,0.005734
2175,2175,0.001277,0.005724
2176,2176,0.001246,0.005745
2177,2177,0.001264,0.005548
2178,2178,0.001256,0.005757
2179,2179,0.001339,0.005529
2180,2180,0.001269,0.005626
2181,2181,0.001248,0.005905
2182,2182,0.001254,0.005614
2183,2183,0.001299,0.005635
2184,2184,0.001280,0.005734
2185,2185,0.001306,0.005602
2186,2186,0.001251,0.005667
2187,2187,0.001272,0.006116
2188,2188,0.001328,0.005751
2189,2189,0.001296,0.005499
2190,2190,0.001336,0.005873
2191,2191,0.001297,0.005758
2192,2192,0.001266,0.005514
2193,2193,0.001276,0.005835
2194,2194,0.001310,0.005918
2195,2195,0.001265,0.005517
2196,2196,0.001254,0.005775
2197,2197,0.001275,0.005802
2198,2198,0.001277,0.005746
2199,2199,0.001275,0.005645
2200,2200,0.001326,0.005734
2201,2201,0.001303,0.006242
2202,2202,0.001363,0.006140
2203,2203,0.001280,0.005673
2204,2204,0.001340,0.005628
2205,2205,0.001292,0.005624
2206,2206,0.001244,0.005747
2207,2207,0.001276,0.005838
2208,2208,0.001279,0.005869
2209,2209,0.001296,0.005574
2210,2210,0.001447,0.005975
2211,2211,0.001266,0.005741
2212,2212,0.001284,0.005870
2213,2213,0.001279,0.005862
2214,2214,0.001287,0.007035
2215,2215,0.001296,0.005631
2216,2216,0.001288,0.005907
2217,2217,0.001300,0.005643
2218,2218,0.001270,0.005663
2219,2219,0.001304,0.009973
2220,2220,0.001879,0.005762
2221,2221,0.001291,0.006095
2222,2222,0.001268,0.006069
2223,2223,0.001301,0.006000
2224,2224,0.001320,0.005720
2225,2225,0.001283,0.005846
2226,2226,0.001278,0.005795
2227,2227,0.001320,0.005735
2228,2228,0.001245,0.006093
2229,2229,0.001299,0.005738
2230,2230,0.001269,0.005811
2231,2231,0.001270,0.005890
2232,2232,0.001259,0.006104
2233,2233,0.001308,0.005752
2234,2234,0.001295,0.006454
2235,2235,0.001251,0.005722
2236,2236,0.001976,0.008551
2237,2237,0.001315,0.005847
2238,2238,0.001266,0.005641
2239,2239,0.001274,0.005781
2240,2240,0.001274,0.006229
2241,2241,0.001286,0.006759
2242,2242,0.001265,0.005746
2243,2243,0.001316,0.005666
2244,2244,0.001323,0.006163
2245,2245,0.001300,0.005907
2246,2246,0.001286,0.005648
2247,2247,0.001330,0.005855
2248,2248,0.001312,0.005891
2249,2249,0.001273,0.005796
2250,2250,0.001420,0.006089
2251,2251,0.001319,0.005694
2252,2252,0.001291,0.005988
2253,2253,0.001323,0.005943
2254,2254,0.001290,0.005557
2255,2255,0.001276,0.005846
2256,2256,0.001267,0.006504
2257,2257,0.001281,0.005826
2258,2258,0.001316,0.005919
2259,2259,0.001308,0.005847
2260,2260,0.001305,0.005862
2261,2261,0.001271,0.005853
2262,2262,0.001335,0.005773
2263,2263,0.001294,0.005750
2264,2264,0.001274,0.005864
2265,2265,0.001316,0.006148
2266,2266,0.001299,0.005599
2267,2267,0.001264,0.005661
2268,2268,0.001385,0.006328
2269,2269,0.001299,0.005868
2270,2270,0.001319,0.005797
2271,2271,0.001289,0.005870
2272,2272,0.001298,0.006100
2273,2273,0.001282,0.006347
2274,2274,0.001339,0.006006
2275,2275,0.001311,0.008204
2276,2276,0.001298,0.005740
2277,2277,0.001297,0.005757
2278,2278,0.001265,0.006385
2279,2279,0.001296,0.005717
2280,2280,0.001323,0.008082
2281,2281,0.001306,0.005751
2282,2282,0.001444,0.005887
2283,2283,0.001304,0.005941
2284,2284,0.001311,0.005826
2285,2285,0.001276,0.005750
2286,2286,0.001294,0.005742
2287,2287,0.001375,0.006408
2288,2288,0.001340,0.005927
2289,2289,0.001308,0.005730
2290,2290,0.001284,0.005882
2291,2291,0.001292,0.005742
2292,2292,0.001940,0.007953
2293,2293,0.001336,0.005855
2294,2294,0.001313,0.005928
2295,2295,0.002570,0.006155
2296,2296,0.001301,0.006086
2297,2297,0.001314,0.005845
2298,2298,0.001329,0.005914
2299,2299,0.001304,0.005823
2300,2300,0.001316,0.005959
2301,2301,0.001298,0.006084
2302,2302,0.001336,0.006088
2303,2303,0.001297,0.005652
2304,2304,0.001299,0.005771
2305,2305,0.001329,0.005913
2306,2306,0.001317,0.005922
2307,2307,0.001318,0.005920
2308,2308,0.001311,0.005889
2309,2309,0.001297,0.005856
2310,2310,0.001827,0.007111
2311,2311,0.001314,0.005940
2312,2312,0.001290,0.005936
2313,2313,0.001320,0.005907
2314,2314,0.001320,0.005876
2315,2315,0.001319,0.005869
2316,2316,0.001305,0.005786
2317,2317,0.001521,0.006200
2318,2318,0.001373,0.005940
2319,2319,0.001340,0.005948
2320,2320,0.001309,0.005848
2321,2321,0.001326,0.005898
2322,2322,0.001333,0.005893
2323,2323,0.001290,0.006532
2324,2324,0.002449,0.007751
2325,2325,0.001330,0.006152
2326,2326,0.001322,0.006202
2327,2327,0.001344,0.005812
2328,2328,0.001929,0.005923
2329,2329,0.001330,0.005810
2330,2330,0.001462,0.006020
2331,2331,0.001364,0.006089
2332,2332,0.001332,0.005872
2333,2333,0.001344,0.005848
2334,2334,0.001321,0.006056
2335,2335,0.001382,0.005777
2336,2336,0.001297,0.005964
2337,2337,0.001319,0.005895
2338,2338,0.001299,0.006096
2339,2339,0.001321,0.005770
2340,2340,0.001371,0.006043
2341,2341,0.001417,0.005905
2342,2342,0.001321,0.005884
2343,2343,0.001345,0.006221
2344,2344,0.001756,0.005960
2345,2345,0.001775,0.008320
2346,2346,0.001310,0.005793
2347,2347,0.001284,0.006654
2348,2348,0.001351,0.005991
2349,2349,0.001323,0.005788
2350,2350,0.001286,0.005912
2351,2351,0.001306,0.006046
2352,2352,0.001274,0.005855
2353,2353,0.001326,0.005837
2354,2354,0.001366,0.006183
2355,2355,0.001320,0.005902
2356,2356,0.001314,0.005846
2357,2357,0.001352,0.005850
2358,2358,0.001305,0.005864
2359,2359,0.001484,0.005964
2360,2360,0.001325,0.006391
2361,2361,0.001338,0.005861
2362,2362,0.001501,0.006155
2363,2363,0.001326,0.005888
2364,2364,0.001309,0.005997
2365,2365,0.001300,0.006520
2366,2366,0.001299,0.006152
2367,2367,0.001318,0.005930
2368,2368,0.001317,0.005955
2369,2369,0.001315,0.007191
2370,2370,0.001323,0.006104
2371,2371,0.001353,0.006000
2372,2372,0.001344,0.005957
2373,2373,0.001523,0.006110
2374,2374,0.001297,0.005988
2375,2375,0.001367,0.006295
2376,2376,0.001333,0.006290
2377,2377,0.002464,0.010877
2378,2378,0.001325,0.005949
2379,2379,0.001319,0.006012
2380,2380,0.001335,0.005865
2381,2381,0.001317,0.005956
2382,2382,0.001318,0.005791
2383,2383,0.001297,0.005848
2384,2384,0.001329,0.005959
2385,2385,0.001455,0.005975
2386,2386,0.001352,0.005995
2387,2387,0.001342,0.005967
2388,2388,0.001346,0.005864
2389,2389,0.001465,0.007368
2390,2390,0.001385,0.006181
2391,2391,0.001307,0.005955
2392,2392,0.001321,0.005943
2393,2393,0.001317,0.005901
2394,2394,0.001344,0.005963
2395,2395,0.001321,0.005954
2396,2396,0.001338,0.005868
2397,2397,0.001447,0.005989
2398,2398,0.001304,0.005889
2399,2399,0.001387,0.006439
2400,2400,0.001337,0.006697
