index,Connectivity,Matrix,Adj List
994,994,0.000940,0.002713
995,995,0.000943,0.003071
996,996,0.000944,0.003840
997,997,0.000959,0.003084
998,998,0.001247,0.003309
999,999,0.000951,0.003055
1000,1000,0.000943,0.002951
1001,1001,0.000951,0.003214
1002,1002,0.000938,0.003060
1003,1003,0.000967,0.002790
1004,1004,0.000941,0.002881
1005,1005,0.000966,0.003411
1006,1006,0.000945,0.002998
1007,1007,0.000968,0.003111
1008,1008,0.001071,0.003298
1009,1009,0.001051,0.003053
1010,1010,0.001038,0.003060
1011,1011,0.001058,0.003043
1012,1012,0.001027,0.002924
1013,1013,0.000959,0.003261
1014,1014,0.001001,0.002521
1015,1015,0.001313,0.003552
1016,1016,0.001184,0.003122
1017,1017,0.001151,0.002890
1018,1018,0.001162,0.002887
1019,1019,0.001159,0.002948
1020,1020,0.001169,0.003198
1021,1021,0.001224,0.003444
1022,1022,0.001167,0.003215
1023,1023,0.001170,0.003053
1024,1024,0.001121,0.003254
1025,1025,0.001226,0.003305
1026,1026,0.001113,0.003076
1027,1027,0.001162,0.003212
1028,1028,0.001122,0.003032
1029,1029,0.001128,0.003092
1030,1030,0.001382,0.003220
1031,1031,0.001237,0.003359
1032,1032,0.001156,0.002995
1033,1033,0.001136,0.003129
1034,1034,0.001145,0.002976
1035,1035,0.001646,0.003557
1036,1036,0.000945,0.003020
1037,1037,0.000982,0.003269
1038,1038,0.000952,0.003114
1039,1039,0.000970,0.002696
1040,1040,0.000953,0.005456
1041,1041,0.000951,0.003129
1042,1042,0.000963,0.002949
1043,1043,0.000931,0.002981
1044,1044,0.000949,0.003198
1045,1045,0.000951,0.003189
1046,1046,0.000959,0.003430
1047,1047,0.001011,0.003792
1048,1048,0.000953,0.003481
1049,1049,0.000957,0.003535
1050,1050,0.000965,0.002977
1051,1051,0.000955,0.003253
1052,1052,0.000958,0.003231
1053,1053,0.000975,0.003316
1054,1054,0.000952,0.006475
1055,1055,0.001709,0.003374
1056,1056,0.000949,0.003248
1057,1057,0.000946,0.003285
1058,1058,0.000956,0.003342
1059,1059,0.000952,0.003590
1060,1060,0.001135,0.005085
1061,1061,0.001106,0.003421
1062,1062,0.000966,0.003580
1063,1063,0.000969,0.003558
1064,1064,0.000946,0.003337
1065,1065,0.000930,0.003018
1066,1066,0.000965,0.003511
1067,1067,0.000955,0.003646
1068,1068,0.000994,0.003470
1069,1069,0.000972,0.003837
1070,1070,0.000971,0.003431
1071,1071,0.000948,0.003167
1072,1072,0.000969,0.003000
1073,1073,0.001068,0.003480
1074,1074,0.000971,0.003536
1075,1075,0.001018,0.003391
1076,1076,0.000956,0.002995
1077,1077,0.000973,0.003613
1078,1078,0.000949,0.003379
1079,1079,0.000987,0.003687
1080,1080,0.001002,0.003357
1081,1081,0.000944,0.003556
1082,1082,0.001261,0.003679
1083,1083,0.000970,0.002902
1084,1084,0.001017,0.003367
1085,1085,0.000938,0.003306
1086,1086,0.001476,0.003407
1087,1087,0.001198,0.003585
1088,1088,0.001182,0.003584
1089,1089,0.001156,0.003352
1090,1090,0.001146,0.003630
1091,1091,0.001159,0.003751
1092,1092,0.001143,0.003626
1093,1093,0.001128,0.003282
1094,1094,0.001241,0.004207
1095,1095,0.001194,0.003683
1096,1096,0.000957,0.003746
1097,1097,0.000951,0.003461
1098,1098,0.001083,0.003705
1099,1099,0.001627,0.003292
1100,1100,0.001132,0.003438
1101,1101,0.000974,0.003524
1102,1102,0.000943,0.003525
1103,1103,0.000981,0.003667
1104,1104,0.000962,0.003564
1105,1105,0.000934,0.003138
1106,1106,0.000940,0.003663
1107,1107,0.000977,0.003649
1108,1108,0.000953,0.003358
1109,1109,0.000943,0.003654
1110,1110,0.000981,0.003588
1111,1111,0.000935,0.003332
1112,1112,0.000990,0.003389
1113,1113,0.000957,0.003748
1114,1114,0.000939,0.003093
1115,1115,0.001010,0.003414
1116,1116,0.000959,0.003862
1117,1117,0.001229,0.003550
1118,1118,0.000944,0.003439
1119,1119,0.000967,0.003930
1120,1120,0.000966,0.003123
1121,1121,0.000960,0.003905
1122,1122,0.000982,0.004269
1123,1123,0.000985,0.003688
1124,1124,0.000952,0.003284
1125,1125,0.000951,0.003660
1126,1126,0.000983,0.003571
1127,1127,0.000947,0.003235
1128,1128,0.000974,0.003285
1129,1129,0.000943,0.003779
1130,1130,0.000962,0.003347
1131,1131,0.000960,0.003768
1132,1132,0.000977,0.003524
1133,1133,0.000953,0.003408
1134,1134,0.001212,0.003503
1135,1135,0.000958,0.003278
1136,1136,0.001090,0.003406
1137,1137,0.000971,0.003917
1138,1138,0.002015,0.006246
1139,1139,0.001107,0.003884
1140,1140,0.000965,0.003528
1141,1141,0.000958,0.003251
1142,1142,0.000967,0.003651
1143,1143,0.000953,0.003590
1144,1144,0.000992,0.003367
1145,1145,0.000961,0.003892
1146,1146,0.001322,0.003513
1147,1147,0.000958,0.003243
1148,1148,0.000939,0.003110
1149,1149,0.000970,0.003893
1150,1150,0.000974,0.003791
1151,1151,0.001295,0.003399
1152,1152,0.001070,0.003789
1153,1153,0.000965,0.003419
1154,1154,0.000956,0.003701
1155,1155,0.000959,0.003564
1156,1156,0.000964,0.003931
1157,1157,0.001010,0.004054
1158,1158,0.000981,0.003656
1159,1159,0.000976,0.003582
1160,1160,0.000957,0.003675
1161,1161,0.000960,0.003581
1162,1162,0.000978,0.003499
1163,1163,0.000960,0.003864
1164,1164,0.000968,0.003440
1165,1165,0.000964,0.003983
1166,1166,0.001126,0.003888
1167,1167,0.000959,0.003626
1168,1168,0.001280,0.003569
1169,1169,0.000966,0.003580
1170,1170,0.000954,0.003452
1171,1171,0.001692,0.006384
1172,1172,0.001815,0.006634
1173,1173,0.001008,0.003763
1174,1174,0.000956,0.003791
1175,1175,0.000981,0.003548
1176,1176,0.001090,0.003807
1177,1177,0.000958,0.003815
1178,1178,0.000960,0.003668
1179,1179,0.000960,0.003667
1180,1180,0.000976,0.004277
1181,1181,0.001084,0.003953
1182,1182,0.001002,0.003812
1183,1183,0.000981,0.004139
1184,1184,0.000965,0.003531
1185,1185,0.001008,0.004083
1186,1186,0.001661,0.003793
1187,1187,0.000959,0.004021
1188,1188,0.000937,0.003571
1189,1189,0.000972,0.003723
1190,1190,0.001038,0.003726
1191,1191,0.000975,0.003718
1192,1192,0.000993,0.003819
1193,1193,0.000961,0.003983
1194,1194,0.000948,0.004692
1195,1195,0.000985,0.003492
1196,1196,0.000981,0.003549
1197,1197,0.000971,0.003650
1198,1198,0.001079,0.003728
1199,1199,0.000977,0.003540
1200,1200,0.000951,0.003841
1201,1201,0.000988,0.003807
1202,1202,0.000963,0.004379
1203,1203,0.001331,0.003934
1204,1204,0.000953,0.003568
1205,1205,0.000958,0.003630
1206,1206,0.000993,0.003463
1207,1207,0.000969,0.003618
1208,1208,0.000976,0.003490
1209,1209,0.000972,0.003874
1210,1210,0.001234,0.003241
1211,1211,0.000991,0.003699
1212,1212,0.000971,0.003600
1213,1213,0.001793,0.005048
1214,1214,0.001004,0.003708
1215,1215,0.000956,0.003417
1216,1216,0.000959,0.003566
1217,1217,0.000978,0.003485
1218,1218,0.000978,0.003853
1219,1219,0.000969,0.003905
1220,1220,0.000973,0.003993
1221,1221,0.000977,0.003979
1222,1222,0.000974,0.004022
1223,1223,0.000977,0.003676
1224,1224,0.000966,0.003442
1225,1225,0.000968,0.003889
1226,1226,0.000973,0.004493
1227,1227,0.000961,0.003468
1228,1228,0.000975,0.003763
1229,1229,0.000977,0.004508
1230,1230,0.000967,0.003695
1231,1231,0.001036,0.003957
1232,1232,0.000967,0.003518
1233,1233,0.000965,0.003768
1234,1234,0.000978,0.003727
1235,1235,0.000956,0.003990
1236,1236,0.000974,0.003689
1237,1237,0.000973,0.003963
1238,1238,0.001495,0.003837
1239,1239,0.001200,0.003545
1240,1240,0.001179,0.003690
1241,1241,0.001160,0.004001
1242,1242,0.001175,0.003877
1243,1243,0.001170,0.003318
1244,1244,0.001185,0.004507
1245,1245,0.001172,0.003660
1246,1246,0.000988,0.003937
1247,1247,0.001002,0.003689
1248,1248,0.000994,0.003810
1249,1249,0.001010,0.003515
1250,1250,0.000966,0.003281
1251,1251,0.000982,0.003631
1252,1252,0.001004,0.003658
1253,1253,0.000966,0.003419
1254,1254,0.000980,0.003802
1255,1255,0.000970,0.003721
1256,1256,0.000969,0.003789
1257,1257,0.000997,0.003561
1258,1258,0.000979,0.003714
1259,1259,0.001257,0.003929
1260,1260,0.000991,0.003850
1261,1261,0.000962,0.003947
1262,1262,0.000997,0.004323
1263,1263,0.000972,0.003892
1264,1264,0.000989,0.003787
1265,1265,0.000976,0.003614
1266,1266,0.000970,0.003732
1267,1267,0.000996,0.003842
1268,1268,0.000973,0.003855
1269,1269,0.000954,0.004765
1270,1270,0.001042,0.004192
1271,1271,0.000991,0.003894
1272,1272,0.000977,0.003472
1273,1273,0.000993,0.003968
1274,1274,0.000975,0.004005
1275,1275,0.001028,0.003711
1276,1276,0.001019,0.003734
1277,1277,0.000988,0.003913
1278,1278,0.000992,0.003587
1279,1279,0.000980,0.003638
1280,1280,0.000968,0.003642
1281,1281,0.000988,0.004076
1282,1282,0.001015,0.004021
1283,1283,0.000983,0.003882
1284,1284,0.001075,0.004043
1285,1285,0.001002,0.004029
1286,1286,0.000993,0.003681
1287,1287,0.001165,0.003961
1288,1288,0.000976,0.004070
1289,1289,0.000978,0.003830
1290,1290,0.000951,0.003643
1291,1291,0.000987,0.003565
1292,1292,0.001358,0.003567
1293,1293,0.001015,0.003848
1294,1294,0.001882,0.007315
1295,1295,0.001041,0.004086
1296,1296,0.000990,0.003912
1297,1297,0.000980,0.004036
1298,1298,0.000984,0.003783
1299,1299,0.000985,0.003929
1300,1300,0.001091,0.003819
1301,1301,0.000992,0.003864
1302,1302,0.001296,0.003781
1303,1303,0.001028,0.004038
1304,1304,0.001001,0.004176
1305,1305,0.000978,0.004122
1306,1306,0.000988,0.003793
1307,1307,0.001084,0.004020
1308,1308,0.001343,0.004717
1309,1309,0.001118,0.003906
1310,1310,0.001008,0.004144
1311,1311,0.001032,0.003800
1312,1312,0.000986,0.004047
1313,1313,0.001031,0.004221
1314,1314,0.001000,0.003734
1315,1315,0.001016,0.003938
1316,1316,0.000989,0.003814
1317,1317,0.000995,0.004040
1318,1318,0.001541,0.004602
1319,1319,0.001220,0.004482
1320,1320,0.001196,0.004396
1321,1321,0.002253,0.003948
1322,1322,0.001126,0.004286
1323,1323,0.001132,0.004208
1324,1324,0.001019,0.004070
1325,1325,0.001602,0.005121
1326,1326,0.000963,0.003847
1327,1327,0.000993,0.004150
1328,1328,0.000999,0.003859
1329,1329,0.001026,0.004078
1330,1330,0.000996,0.004184
1331,1331,0.001130,0.003972
1332,1332,0.001002,0.004273
1333,1333,0.001041,0.004031
1334,1334,0.000980,0.003849
1335,1335,0.001007,0.004196
1336,1336,0.000970,0.004124
1337,1337,0.001012,0.003919
1338,1338,0.000980,0.003950
1339,1339,0.001024,0.004540
1340,1340,0.000993,0.004083
1341,1341,0.000987,0.004015
1342,1342,0.000974,0.004057
1343,1343,0.000999,0.003703
1344,1344,0.001006,0.004147
1345,1345,0.001184,0.003762
1346,1346,0.001010,0.003900
1347,1347,0.001455,0.004954
1348,1348,0.000983,0.004026
1349,1349,0.001005,0.003950
1350,1350,0.001037,0.003706
1351,1351,0.000995,0.003693
1352,1352,0.001015,0.004121
1353,1353,0.001551,0.003970
1354,1354,0.001005,0.004375
1355,1355,0.001301,0.003729
1356,1356,0.000990,0.003967
1357,1357,0.000989,0.003899
1358,1358,0.001009,0.004212
1359,1359,0.001042,0.004086
1360,1360,0.001017,0.003943
1361,1361,0.001007,0.004040
1362,1362,0.001000,0.004599
1363,1363,0.001298,0.004271
1364,1364,0.001013,0.004021
1365,1365,0.001044,0.005329
1366,1366,0.001883,0.005860
1367,1367,0.001022,0.004067
1368,1368,0.001001,0.004138
1369,1369,0.000992,0.004070
1370,1370,0.000986,0.003826
1371,1371,0.001001,0.003983
1372,1372,0.000993,0.003772
1373,1373,0.000992,0.003935
1374,1374,0.001234,0.004076
1375,1375,0.001054,0.003955
1376,1376,0.000988,0.004114
1377,1377,0.001058,0.004040
1378,1378,0.001063,0.004305
1379,1379,0.001100,0.004066
1380,1380,0.001417,0.004211
1381,1381,0.001109,0.004414
1382,1382,0.001229,0.004535
1383,1383,0.001097,0.004260
1384,1384,0.001073,0.004027
1385,1385,0.001076,0.003621
1386,1386,0.001371,0.004364
1387,1387,0.001115,0.004226
1388,1388,0.001073,0.004361
1389,1389,0.001110,0.004055
1390,1390,0.001159,0.004710
1391,1391,0.001144,0.004299
1392,1392,0.001146,0.004474
1393,1393,0.001144,0.004542
1394,1394,0.001089,0.003981
1395,1395,0.001123,0.004775
1396,1396,0.001125,0.004279
1397,1397,0.001097,0.003882
1398,1398,0.001188,0.004289
1399,1399,0.001131,0.004277
1400,1400,0.001125,0.004510
1401,1401,0.001176,0.004383
1402,1402,0.001152,0.004499
1403,1403,0.001217,0.004512
1404,1404,0.001145,0.004667
1405,1405,0.001158,0.004155
1406,1406,0.001131,0.004539
1407,1407,0.001183,0.004218
1408,1408,0.001163,0.004637
1409,1409,0.001169,0.004989
1410,1410,0.001607,0.004972
1411,1411,0.001327,0.004612
1412,1412,0.001402,0.004310
1413,1413,0.001333,0.005202
1414,1414,0.002109,0.005303
1415,1415,0.001147,0.004398
1416,1416,0.001158,0.004378
1417,1417,0.001122,0.003912
1418,1418,0.001218,0.004453
1419,1419,0.001212,0.004264
1420,1420,0.001151,0.004560
1421,1421,0.001166,0.004473
1422,1422,0.001273,0.004558
1423,1423,0.001215,0.004660
1424,1424,0.001170,0.004226
1425,1425,0.001501,0.004147
1426,1426,0.001139,0.004661
1427,1427,0.001187,0.004124
1428,1428,0.001169,0.004562
1429,1429,0.001169,0.004572
1430,1430,0.001150,0.004256
1431,1431,0.001185,0.004473
1432,1432,0.001211,0.004069
1433,1433,0.001163,0.004348
1434,1434,0.001348,0.006036
1435,1435,0.001148,0.004429
1436,1436,0.001148,0.004410
1437,1437,0.001161,0.004742
1438,1438,0.001168,0.004197
1439,1439,0.001156,0.004208
1440,1440,0.001157,0.004746
1441,1441,0.001232,0.004732
1442,1442,0.001169,0.004617
1443,1443,0.001160,0.004313
1444,1444,0.001117,0.004058
1445,1445,0.001131,0.005109
1446,1446,0.001149,0.004465
1447,1447,0.001174,0.004552
1448,1448,0.001302,0.004644
1449,1449,0.001507,0.004331
1450,1450,0.001225,0.004279
1451,1451,0.001157,0.004872
1452,1452,0.001169,0.004261
1453,1453,0.001147,0.004616
1454,1454,0.001210,0.004338
1455,1455,0.001173,0.004413
1456,1456,0.001172,0.004517
1457,1457,0.001151,0.004368
1458,1458,0.001144,0.004460
1459,1459,0.001179,0.004290
1460,1460,0.001238,0.004633
1461,1461,0.001179,0.004347
1462,1462,0.001127,0.004345
1463,1463,0.001175,0.004912
1464,1464,0.001167,0.004499
1465,1465,0.001164,0.004579
1466,1466,0.001175,0.004288
1467,1467,0.001195,0.004583
1468,1468,0.001116,0.004793
1469,1469,0.001198,0.004700
1470,1470,0.001209,0.004767
1471,1471,0.001170,0.004393
1472,1472,0.001567,0.007164
1473,1473,0.001695,0.004693
1474,1474,0.001255,0.004522
1475,1475,0.001186,0.004466
1476,1476,0.001214,0.004764
1477,1477,0.001195,0.004627
1478,1478,0.001293,0.004697
1479,1479,0.001652,0.005471
1480,1480,0.001145,0.004138
1481,1481,0.001149,0.004437
1482,1482,0.001141,0.004499
1483,1483,0.001265,0.004668
1484,1484,0.001117,0.004358
1485,1485,0.001204,0.004398
1486,1486,0.001724,0.004664
1487,1487,0.001155,0.004063
1488,1488,0.001160,0.004572
1489,1489,0.001222,0.004330
1490,1490,0.001156,0.004189
1491,1491,0.001229,0.004442
1492,1492,0.001230,0.004441
1493,1493,0.001165,0.004409
1494,1494,0.001181,0.004365
1495,1495,0.001288,0.004211
1496,1496,0.001197,0.004629
1497,1497,0.001132,0.004474
1498,1498,0.001158,0.004516
1499,1499,0.001142,0.004326
1500,1500,0.001183,0.004242
1501,1501,0.001207,0.004681
1502,1502,0.001216,0.004524
1503,1503,0.001212,0.004686
1504,1504,0.001186,0.004924
1505,1505,0.001156,0.004199
1506,1506,0.001166,0.007972
1507,1507,0.001282,0.004795
1508,1508,0.001175,0.004178
1509,1509,0.001183,0.004538
1510,1510,0.001183,0.004512
1511,1511,0.001188,0.004415
1512,1512,0.001185,0.004420
1513,1513,0.001208,0.004715
1514,1514,0.001222,0.004829
1515,1515,0.001214,0.004504
1516,1516,0.001209,0.004659
1517,1517,0.001163,0.004335
1518,1518,0.001149,0.004631
1519,1519,0.001184,0.004596
1520,1520,0.001179,0.004664
1521,1521,0.001162,0.004342
1522,1522,0.001170,0.004486
1523,1523,0.001156,0.004391
1524,1524,0.001378,0.005008
1525,1525,0.001302,0.004653
1526,1526,0.001163,0.004548
1527,1527,0.001197,0.004508
1528,1528,0.001163,0.004353
1529,1529,0.001163,0.004650
1530,1530,0.001164,0.004655
1531,1531,0.001206,0.004715
1532,1532,0.001171,0.004360
1533,1533,0.001177,0.004685
1534,1534,0.001204,0.004860
1535,1535,0.001184,0.004331
1536,1536,0.001212,0.004360
1537,1537,0.001191,0.005020
1538,1538,0.001194,0.004449
1539,1539,0.001181,0.004872
1540,1540,0.001146,0.004361
1541,1541,0.001158,0.004773
1542,1542,0.001163,0.004676
1543,1543,0.001181,0.004703
1544,1544,0.001186,0.005347
1545,1545,0.001165,0.004589
1546,1546,0.001157,0.004727
1547,1547,0.001147,0.004587
1548,1548,0.001867,0.004161
1549,1549,0.001161,0.004378
1550,1550,0.001161,0.005008
1551,1551,0.001181,0.005372
1552,1552,0.001205,0.004623
1553,1553,0.001230,0.004564
1554,1554,0.001212,0.004377
1555,1555,0.001155,0.004923
1556,1556,0.001206,0.004491
1557,1557,0.001187,0.004533
1558,1558,0.001397,0.004682
1559,1559,0.001190,0.004412
1560,1560,0.001203,0.004846
1561,1561,0.001180,0.004675
1562,1562,0.001203,0.004459
1563,1563,0.001190,0.004995
1564,1564,0.001159,0.004757
1565,1565,0.001210,0.004855
1566,1566,0.001197,0.004679
1567,1567,0.001223,0.004296
1568,1568,0.001703,0.004883
1569,1569,0.001208,0.004623
1570,1570,0.001200,0.004486
1571,1571,0.001185,0.004827
1572,1572,0.002075,0.007074
1573,1573,0.001136,0.004578
1574,1574,0.001142,0.004314
1575,1575,0.001191,0.004431
1576,1576,0.001225,0.004677
1577,1577,0.001157,0.004799
1578,1578,0.001168,0.004521
1579,1579,0.001204,0.004564
1580,1580,0.001211,0.004510
1581,1581,0.001305,0.004540
1582,1582,0.001221,0.004565
1583,1583,0.001218,0.004712
1584,1584,0.001163,0.004559
1585,1585,0.001215,0.004944
1586,1586,0.001188,0.004603
1587,1587,0.001212,0.004732
1588,1588,0.001241,0.005029
1589,1589,0.001190,0.004581
1590,1590,0.001241,0.005165
1591,1591,0.001466,0.005053
1592,1592,0.001215,0.004989
1593,1593,0.001232,0.004976
1594,1594,0.001198,0.004921
1595,1595,0.001231,0.005100
1596,1596,0.002085,0.007088
1597,1597,0.001220,0.004688
1598,1598,0.001215,0.004794
1599,1599,0.001226,0.005060
1600,1600,0.001194,0.005067
1601,1601,0.001187,0.004703
1602,1602,0.001199,0.004774
1603,1603,0.001242,0.004908
1604,1604,0.001225,0.004683
1605,1605,0.001200,0.004634
1606,1606,0.001202,0.004521
1607,1607,0.001200,0.004903
1608,1608,0.001161,0.004475
1609,1609,0.001163,0.004703
1610,1610,0.001197,0.004759
1611,1611,0.001842,0.005761
1612,1612,0.001277,0.004610
1613,1613,0.001226,0.005116
1614,1614,0.001705,0.004878
1615,1615,0.001196,0.004396
1616,1616,0.001203,0.004520
1617,1617,0.001217,0.004603
1618,1618,0.001226,0.004680
1619,1619,0.001190,0.005222
1620,1620,0.001212,0.004542
1621,1621,0.001206,0.004262
1622,1622,0.001216,0.004890
1623,1623,0.001251,0.004733
1624,1624,0.001561,0.004716
1625,1625,0.001178,0.004506
1626,1626,0.001174,0.004696
1627,1627,0.001280,0.004996
1628,1628,0.001157,0.004767
1629,1629,0.001197,0.005090
1630,1630,0.001218,0.004960
1631,1631,0.001595,0.005233
1632,1632,0.001206,0.004877
1633,1633,0.001220,0.004574
1634,1634,0.001190,0.004404
1635,1635,0.001187,0.004867
1636,1636,0.002101,0.006507
1637,1637,0.001227,0.005244
1638,1638,0.001164,0.004811
1639,1639,0.001322,0.004702
1640,1640,0.001287,0.004622
1641,1641,0.001199,0.004878
1642,1642,0.001232,0.004903
1643,1643,0.001173,0.004487
1644,1644,0.001191,0.004888
1645,1645,0.001188,0.004995
1646,1646,0.001218,0.004510
1647,1647,0.001178,0.004941
1648,1648,0.001244,0.004661
1649,1649,0.001217,0.004939
1650,1650,0.001184,0.004492
1651,1651,0.001222,0.005103
1652,1652,0.001184,0.005187
1653,1653,0.001198,0.005050
1654,1654,0.001199,0.004844
1655,1655,0.001212,0.004395
1656,1656,0.001238,0.005269
1657,1657,0.001220,0.005171
1658,1658,0.001178,0.004760
1659,1659,0.001226,0.004958
1660,1660,0.001221,0.004915
1661,1661,0.001209,0.004931
1662,1662,0.001306,0.004828
1663,1663,0.001201,0.004337
1664,1664,0.001155,0.004504
1665,1665,0.001188,0.007142
1666,1666,0.001220,0.004708
1667,1667,0.001215,0.004558
1668,1668,0.001174,0.004762
1669,1669,0.001199,0.004443
1670,1670,0.001238,0.004723
1671,1671,0.001175,0.004623
1672,1672,0.001194,0.004786
1673,1673,0.001172,0.004886
1674,1674,0.001243,0.004659
1675,1675,0.001196,0.004901
1676,1676,0.001218,0.005162
1677,1677,0.001217,0.004878
1678,1678,0.001182,0.004800
1679,1679,0.001243,0.004678
1680,1680,0.001238,0.005210
1681,1681,0.001376,0.005310
1682,1682,0.001279,0.005058
1683,1683,0.001393,0.004876
1684,1684,0.001628,0.006927
1685,1685,0.001198,0.004786
1686,1686,0.001241,0.004809
1687,1687,0.001353,0.005269
1688,1688,0.001518,0.004855
1689,1689,0.001179,0.004636
1690,1690,0.001185,0.004505
1691,1691,0.001119,0.004934
1692,1692,0.001169,0.005013
1693,1693,0.001232,0.004961
1694,1694,0.001181,0.004971
1695,1695,0.001196,0.004827
1696,1696,0.001230,0.004737
1697,1697,0.001202,0.004641
1698,1698,0.001250,0.004974
1699,1699,0.002165,0.007515
1700,1700,0.001166,0.004642
1701,1701,0.001198,0.004726
1702,1702,0.001202,0.004720
1703,1703,0.001185,0.004619
1704,1704,0.001244,0.004787
1705,1705,0.001158,0.004563
1706,1706,0.001284,0.004874
1707,1707,0.001193,0.004543
1708,1708,0.001212,0.004850
1709,1709,0.001189,0.004671
1710,1710,0.001260,0.004823
1711,1711,0.001185,0.004726
1712,1712,0.001193,0.005084
1713,1713,0.001173,0.004810
1714,1714,0.001200,0.004689
1715,1715,0.001381,0.004861
1716,1716,0.001213,0.004958
1717,1717,0.001208,0.005196
1718,1718,0.001287,0.006314
1719,1719,0.001242,0.004845
1720,1720,0.001218,0.004976
1721,1721,0.001229,0.004683
1722,1722,0.001176,0.004971
1723,1723,0.001190,0.005038
1724,1724,0.001175,0.004633
1725,1725,0.001193,0.004823
1726,1726,0.001174,0.004647
1727,1727,0.001190,0.004663
1728,1728,0.001214,0.004970
1729,1729,0.001191,0.004867
1730,1730,0.001279,0.005170
1731,1731,0.001204,0.004916
1732,1732,0.001205,0.004903
1733,1733,0.001210,0.005034
1734,1734,0.001195,0.004930
1735,1735,0.001174,0.004824
1736,1736,0.001174,0.004543
1737,1737,0.001234,0.004614
1738,1738,0.001154,0.005103
1739,1739,0.001194,0.004957
1740,1740,0.001195,0.004914
1741,1741,0.001203,0.005118
1742,1742,0.001387,0.006806
1743,1743,0.001216,0.004968
1744,1744,0.001404,0.005036
1745,1745,0.001202,0.005031
1746,1746,0.001148,0.004961
1747,1747,0.001201,0.004908
1748,1748,0.001218,0.004991
1749,1749,0.001192,0.005403
1750,1750,0.001222,0.005102
1751,1751,0.001196,0.005163
1752,1752,0.001374,0.005249
1753,1753,0.001187,0.004989
1754,1754,0.001203,0.005777
1755,1755,0.001279,0.005573
1756,1756,0.001221,0.005119
1757,1757,0.001185,0.005188
1758,1758,0.001224,0.005182
1759,1759,0.001259,0.005145
1760,1760,0.001196,0.004799
1761,1761,0.001179,0.005127
1762,1762,0.001203,0.005188
1763,1763,0.001228,0.005247
1764,1764,0.001187,0.004971
1765,1765,0.001218,0.005405
1766,1766,0.001196,0.004927
1767,1767,0.001208,0.005065
1768,1768,0.001195,0.004688
1769,1769,0.001204,0.005437
1770,1770,0.001214,0.004858
1771,1771,0.001203,0.004842
1772,1772,0.001216,0.004988
1773,1773,0.001234,0.005167
1774,1774,0.001198,0.005153
1775,1775,0.001204,0.004975
1776,1776,0.001185,0.005310
1777,1777,0.001276,0.005438
1778,1778,0.001297,0.005073
1779,1779,0.001176,0.004918
1780,1780,0.001229,0.004968
1781,1781,0.001237,0.004971
1782,1782,0.001200,0.005215
1783,1783,0.002052,0.005658
1784,1784,0.001171,0.004768
1785,1785,0.001197,0.005249
1786,1786,0.001191,0.005492
1787,1787,0.001222,0.004822
1788,1788,0.001207,0.005128
1789,1789,0.001221,0.005098
1790,1790,0.001195,0.004856
1791,1791,0.001279,0.005085
1792,1792,0.001208,0.005245
1793,1793,0.001204,0.004942
1794,1794,0.001204,0.005057
1795,1795,0.001238,0.005232
1796,1796,0.001224,0.004724
1797,1797,0.001238,0.005133
1798,1798,0.001200,0.004929
1799,1799,0.001232,0.005293
1800,1800,0.001234,0.004801
1801,1801,0.001185,0.004799
1802,1802,0.001812,0.005770
1803,1803,0.001199,0.006026
1804,1804,0.001236,0.005359
1805,1805,0.001202,0.005365
1806,1806,0.001268,0.005212
1807,1807,0.001206,0.004971
1808,1808,0.001196,0.005304
1809,1809,0.001251,0.005005
1810,1810,0.001203,0.005114
1811,1811,0.001193,0.005105
1812,1812,0.001294,0.005018
1813,1813,0.001230,0.005076
1814,1814,0.001215,0.005289
1815,1815,0.001244,0.005039
1816,1816,0.001249,0.005462
1817,1817,0.001319,0.005456
1818,1818,0.001209,0.005158
1819,1819,0.001224,0.005078
1820,1820,0.001272,0.005046
1821,1821,0.001209,0.005188
1822,1822,0.001226,0.005299
1823,1823,0.001228,0.005496
1824,1824,0.001235,0.005140
1825,1825,0.001195,0.004973
1826,1826,0.001207,0.005120
1827,1827,0.001291,0.009259
1828,1828,0.001248,0.005382
1829,1829,0.001235,0.005068
1830,1830,0.001200,0.005174
1831,1831,0.001246,0.005159
1832,1832,0.001194,0.005316
1833,1833,0.001253,0.005311
1834,1834,0.001180,0.005090
1835,1835,0.001202,0.004759
1836,1836,0.001221,0.005013
1837,1837,0.001249,0.005079
1838,1838,0.001201,0.005260
1839,1839,0.001224,0.005280
1840,1840,0.001167,0.006003
1841,1841,0.001244,0.005162
1842,1842,0.001249,0.005340
1843,1843,0.002083,0.011171
1844,1844,0.002636,0.007549
1845,1845,0.003263,0.006984
1846,1846,0.001643,0.009649
1847,1847,0.003506,0.009991
1848,1848,0.003777,0.013030
1849,1849,0.003261,0.012667
1850,1850,0.001895,0.006533
1851,1851,0.004433,0.009637
1852,1852,0.001325,0.005477
1853,1853,0.001227,0.005693
1854,1854,0.001262,0.005099
1855,1855,0.001245,0.005834
1856,1856,0.001246,0.005188
1857,1857,0.001677,0.006753
1858,1858,0.001270,0.005343
1859,1859,0.001261,0.005023
1860,1860,0.001237,0.005337
1861,1861,0.001239,0.005188
1862,1862,0.001230,0.005283
1863,1863,0.001221,0.005412
1864,1864,0.001248,0.005114
1865,1865,0.001283,0.005523
1866,1866,0.001200,0.005072
1867,1867,0.001230,0.005171
